instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name
12876.0,3.0,1.0,6.0,16.0,0.0,1.0,1.0,1.0,0.8,0.697,0.31,0.3881,104.0,310.0,414.0,Summer
12877.0,3.0,1.0,6.0,17.0,0.0,1.0,1.0,1.0,0.8,0.6818,0.24,0.4627,76.0,499.0,642.5,Summer
12878.0,3.0,1.0,6.0,18.0,0.0,1.0,1.0,1.0,0.76,0.6667,0.27,0.4478,100.0,499.0,642.5,Summer
12879.0,3.0,1.0,6.0,19.0,0.0,1.0,1.0,1.0,0.74,0.6515,0.27,0.4627,74.0,499.0,582.0,Summer
12880.0,3.0,1.0,6.0,20.0,0.0,1.0,1.0,1.0,0.72,0.6515,0.3,0.4478,100.0,375.0,475.0,Summer
12881.0,3.0,1.0,6.0,21.0,0.0,1.0,1.0,1.0,0.68,0.6212,0.3,0.3284,50.0,281.0,331.0,Summer
12882.0,3.0,1.0,6.0,22.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.29,0.3881,21.0,166.0,187.0,Summer
12883.0,3.0,1.0,6.0,23.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.33,0.3284,15.0,88.0,103.0,Summer
12884.0,3.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.62,0.6212,0.33,0.3284,8.0,29.0,37.0,Summer
12885.0,3.0,1.0,6.0,1.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.35,0.3881,11.0,19.0,30.0,Summer
12886.0,3.0,1.0,6.0,2.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.43,0.2836,2.0,7.0,9.0,Summer
12887.0,3.0,1.0,6.0,3.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.45,0.2836,2.0,7.0,9.0,Summer
12888.0,3.0,1.0,6.0,4.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.45,0.2985,1.0,9.0,10.0,Summer
12889.0,3.0,1.0,6.0,5.0,0.0,2.0,1.0,1.0,0.52,0.5,0.48,0.3881,3.0,36.0,39.0,Summer
12890.0,3.0,1.0,6.0,6.0,0.0,2.0,1.0,1.0,0.52,0.5,0.52,0.2985,12.0,176.0,188.0,Summer
12891.0,3.0,1.0,6.0,7.0,0.0,2.0,1.0,1.0,0.52,0.5,0.52,0.3582,21.0,499.0,552.0,Summer
12892.0,3.0,1.0,6.0,8.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.49,0.3284,34.0,499.0,642.5,Summer
12893.0,3.0,1.0,6.0,9.0,0.0,2.0,1.0,1.0,0.58,0.5455,0.46,0.4179,30.0,298.0,328.0,Summer
12894.0,3.0,1.0,6.0,10.0,0.0,2.0,1.0,1.0,0.62,0.6212,0.41,0.3582,37.0,153.0,190.0,Summer
12895.0,3.0,1.0,6.0,11.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.36,0.4179,46.0,189.0,235.0,Summer
12896.0,3.0,1.0,6.0,12.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.34,0.4478,80.0,228.0,308.0,Summer
12897.0,3.0,1.0,6.0,13.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.3,0.4627,74.0,232.0,306.0,Summer
12898.0,3.0,1.0,6.0,14.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.3,0.4627,81.0,186.0,267.0,Summer
12899.0,3.0,1.0,6.0,15.0,0.0,2.0,1.0,1.0,0.72,0.6515,0.28,0.4627,88.0,229.0,317.0,Summer
12900.0,3.0,1.0,6.0,16.0,0.0,2.0,1.0,1.0,0.72,0.6364,0.26,0.4775,67.0,349.0,416.0,Summer
12901.0,3.0,1.0,6.0,17.0,0.0,2.0,1.0,1.0,0.72,0.6515,0.28,0.4179,104.0,499.0,642.5,Summer
12902.0,3.0,1.0,6.0,18.0,0.0,2.0,1.0,1.0,0.72,0.6515,0.28,0.3582,105.0,499.0,642.5,Summer
12903.0,3.0,1.0,6.0,19.0,0.0,2.0,1.0,1.0,0.72,0.6515,0.28,0.2239,83.0,499.0,612.0,Summer
12904.0,3.0,1.0,6.0,20.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.3,0.2836,88.0,417.0,505.0,Summer
12905.0,3.0,1.0,6.0,21.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.34,0.194,61.0,267.0,328.0,Summer
12906.0,3.0,1.0,6.0,22.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.34,0.2537,26.0,219.0,245.0,Summer
12907.0,3.0,1.0,6.0,23.0,0.0,2.0,1.0,1.0,0.62,0.6212,0.41,0.1343,13.0,118.0,131.0,Summer
12908.0,3.0,1.0,6.0,0.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.41,0.194,15.0,39.0,54.0,Summer
12909.0,3.0,1.0,6.0,1.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.43,0.1642,5.0,18.0,23.0,Summer
12910.0,3.0,1.0,6.0,2.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.49,0.1343,2.0,12.0,14.0,Summer
12911.0,3.0,1.0,6.0,3.0,0.0,3.0,1.0,1.0,0.58,0.5455,0.46,0.0896,1.0,7.0,8.0,Summer
12912.0,3.0,1.0,6.0,4.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.4,0.2537,0.0,11.0,11.0,Summer
12913.0,3.0,1.0,6.0,5.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.43,0.2836,2.0,34.0,36.0,Summer
12914.0,3.0,1.0,6.0,6.0,0.0,3.0,1.0,1.0,0.58,0.5455,0.46,0.2836,7.0,193.0,200.0,Summer
12915.0,3.0,1.0,6.0,7.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.43,0.3582,29.0,498.0,527.0,Summer
12916.0,3.0,1.0,6.0,8.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.43,0.3284,49.0,499.0,642.5,Summer
12917.0,3.0,1.0,6.0,9.0,0.0,3.0,1.0,1.0,0.66,0.6212,0.41,0.3582,29.0,253.0,282.0,Summer
12918.0,3.0,1.0,6.0,10.0,0.0,3.0,1.0,1.0,0.7,0.6364,0.37,0.2537,34.0,138.0,172.0,Summer
12919.0,3.0,1.0,6.0,11.0,0.0,3.0,1.0,1.0,0.74,0.6515,0.3,0.3284,64.0,145.0,209.0,Summer
12920.0,3.0,1.0,6.0,12.0,0.0,3.0,1.0,1.0,0.76,0.6667,0.29,0.2985,77.0,245.0,322.0,Summer
12921.0,3.0,1.0,6.0,13.0,0.0,3.0,1.0,1.0,0.8,0.697,0.27,0.3284,77.0,244.0,321.0,Summer
12922.0,3.0,1.0,6.0,14.0,0.0,3.0,1.0,1.0,0.8,0.6818,0.24,0.3582,78.0,192.0,270.0,Summer
12923.0,3.0,1.0,6.0,15.0,0.0,3.0,1.0,1.0,0.8,0.697,0.26,0.4627,61.0,188.0,249.0,Summer
12924.0,3.0,1.0,6.0,16.0,0.0,3.0,1.0,1.0,0.82,0.697,0.24,0.4478,55.0,337.0,392.0,Summer
12925.0,3.0,1.0,6.0,17.0,0.0,3.0,1.0,1.0,0.82,0.697,0.24,0.3881,113.0,499.0,642.5,Summer
12926.0,3.0,1.0,6.0,18.0,0.0,3.0,1.0,1.0,0.8,0.697,0.27,0.3284,85.0,499.0,642.5,Summer
12927.0,3.0,1.0,6.0,19.0,0.0,3.0,1.0,1.0,0.78,0.6818,0.29,0.3284,101.0,499.0,642.5,Summer
12928.0,3.0,1.0,6.0,20.0,0.0,3.0,1.0,1.0,0.76,0.6667,0.31,0.194,76.0,369.0,445.0,Summer
12929.0,3.0,1.0,6.0,21.0,0.0,3.0,1.0,1.0,0.74,0.6515,0.35,0.1343,54.0,313.0,367.0,Summer
12930.0,3.0,1.0,6.0,22.0,0.0,3.0,1.0,1.0,0.72,0.6515,0.39,0.0896,52.0,245.0,297.0,Summer
12931.0,3.0,1.0,6.0,23.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.47,0.1343,11.0,148.0,159.0,Summer
12932.0,3.0,1.0,6.0,0.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.5,0.1045,2.0,52.0,54.0,Summer
12933.0,3.0,1.0,6.0,1.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.54,0.0,11.0,14.0,25.0,Summer
12934.0,3.0,1.0,6.0,2.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.5,0.0896,1.0,12.0,13.0,Summer
12935.0,3.0,1.0,6.0,3.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.5,0.0896,1.0,6.0,7.0,Summer
12936.0,3.0,1.0,6.0,4.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.61,0.1045,0.0,11.0,11.0,Summer
12937.0,3.0,1.0,6.0,5.0,0.0,4.0,1.0,1.0,0.62,0.6212,0.57,0.0896,8.0,39.0,47.0,Summer
12938.0,3.0,1.0,6.0,6.0,0.0,4.0,1.0,1.0,0.62,0.6212,0.57,0.0896,8.0,185.0,193.0,Summer
12939.0,3.0,1.0,6.0,7.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.61,0.1045,24.0,484.0,508.0,Summer
12940.0,3.0,1.0,6.0,8.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.5,0.1343,40.0,499.0,617.0,Summer
12941.0,3.0,1.0,6.0,9.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.54,0.1642,33.0,318.0,351.0,Summer
12942.0,3.0,1.0,6.0,10.0,0.0,4.0,1.0,1.0,0.74,0.6667,0.48,0.194,40.0,144.0,184.0,Summer
12943.0,3.0,1.0,6.0,11.0,0.0,4.0,1.0,1.0,0.8,0.697,0.31,0.194,41.0,170.0,211.0,Summer
12944.0,3.0,1.0,6.0,12.0,0.0,4.0,1.0,1.0,0.84,0.7121,0.26,0.2836,49.0,227.0,276.0,Summer
12945.0,3.0,1.0,6.0,13.0,0.0,4.0,1.0,1.0,0.86,0.7424,0.26,0.2239,31.0,205.0,236.0,Summer
12946.0,3.0,1.0,6.0,14.0,0.0,4.0,1.0,1.0,0.86,0.7273,0.25,0.3284,66.0,188.0,254.0,Summer
12947.0,3.0,1.0,6.0,15.0,0.0,4.0,1.0,1.0,0.86,0.7273,0.25,0.3284,24.0,195.0,219.0,Summer
12948.0,3.0,1.0,6.0,16.0,0.0,4.0,1.0,1.0,0.88,0.7424,0.23,0.194,56.0,331.0,387.0,Summer
12949.0,3.0,1.0,6.0,17.0,0.0,4.0,1.0,1.0,0.88,0.7424,0.22,0.194,71.0,499.0,642.5,Summer
12950.0,3.0,1.0,6.0,18.0,0.0,4.0,1.0,1.0,0.86,0.7273,0.25,0.2239,100.0,499.0,642.5,Summer
12951.0,3.0,1.0,6.0,19.0,0.0,4.0,1.0,1.0,0.84,0.7273,0.3,0.2985,79.0,492.0,571.0,Summer
12952.0,3.0,1.0,6.0,20.0,0.0,4.0,1.0,1.0,0.82,0.7273,0.34,0.194,71.0,399.0,470.0,Summer
12953.0,3.0,1.0,6.0,21.0,0.0,4.0,1.0,1.0,0.76,0.697,0.55,0.194,89.0,309.0,398.0,Summer
12954.0,3.0,1.0,6.0,22.0,0.0,4.0,1.0,1.0,0.76,0.697,0.52,0.1642,50.0,224.0,274.0,Summer
12955.0,3.0,1.0,6.0,23.0,0.0,4.0,1.0,1.0,0.74,0.6667,0.48,0.1343,26.0,145.0,171.0,Summer
12956.0,3.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,0.74,0.6667,0.48,0.1343,24.0,90.0,114.0,Summer
12957.0,3.0,1.0,6.0,1.0,0.0,5.0,1.0,1.0,0.74,0.6667,0.51,0.1642,9.0,33.0,42.0,Summer
12958.0,3.0,1.0,6.0,2.0,0.0,5.0,1.0,1.0,0.72,0.6667,0.58,0.194,3.0,15.0,18.0,Summer
12959.0,3.0,1.0,6.0,3.0,0.0,5.0,1.0,1.0,0.72,0.6667,0.58,0.194,3.0,5.0,8.0,Summer
12960.0,3.0,1.0,6.0,4.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.65,0.1642,1.0,9.0,10.0,Summer
12961.0,3.0,1.0,6.0,5.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.61,0.1045,6.0,39.0,45.0,Summer
12962.0,3.0,1.0,6.0,6.0,0.0,5.0,1.0,2.0,0.7,0.6515,0.61,0.1642,15.0,148.0,163.0,Summer
12963.0,3.0,1.0,6.0,7.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.61,0.1045,19.0,361.0,380.0,Summer
12964.0,3.0,1.0,6.0,8.0,0.0,5.0,1.0,2.0,0.74,0.6818,0.55,0.1045,48.0,499.0,624.0,Summer
12965.0,3.0,1.0,6.0,9.0,0.0,5.0,1.0,1.0,0.76,0.697,0.55,0.1642,39.0,261.0,300.0,Summer
12966.0,3.0,1.0,6.0,10.0,0.0,5.0,1.0,1.0,0.9,0.8333,0.39,0.2985,32.0,139.0,171.0,Summer
12967.0,3.0,1.0,6.0,11.0,0.0,5.0,1.0,2.0,0.9,0.8485,0.42,0.2836,51.0,137.0,188.0,Summer
12968.0,3.0,1.0,6.0,12.0,0.0,5.0,1.0,2.0,0.92,0.8788,0.4,0.2537,53.0,173.0,226.0,Summer
12969.0,3.0,1.0,6.0,13.0,0.0,5.0,1.0,1.0,0.94,0.8788,0.38,0.194,45.0,194.0,239.0,Summer
12970.0,3.0,1.0,6.0,14.0,0.0,5.0,1.0,1.0,0.96,0.9091,0.36,0.2239,49.0,184.0,233.0,Summer
12971.0,3.0,1.0,6.0,15.0,0.0,5.0,1.0,1.0,0.96,0.9091,0.36,0.0,47.0,183.0,230.0,Summer
12972.0,3.0,1.0,6.0,16.0,0.0,5.0,1.0,1.0,0.96,0.9091,0.36,0.0,59.0,292.0,351.0,Summer
12973.0,3.0,1.0,6.0,17.0,0.0,5.0,1.0,1.0,0.98,0.9242,0.34,0.194,82.0,457.0,539.0,Summer
12974.0,3.0,1.0,6.0,18.0,0.0,5.0,1.0,1.0,0.96,0.8636,0.31,0.0,50.0,414.0,464.0,Summer
12975.0,3.0,1.0,6.0,19.0,0.0,5.0,1.0,1.0,0.9,0.8788,0.47,0.194,60.0,303.0,363.0,Summer
12976.0,3.0,1.0,6.0,20.0,0.0,5.0,1.0,1.0,0.92,0.8939,0.42,0.2537,53.0,255.0,308.0,Summer
12977.0,3.0,1.0,6.0,21.0,0.0,5.0,1.0,2.0,0.86,0.8333,0.53,0.194,41.0,195.0,236.0,Summer
12978.0,3.0,1.0,6.0,22.0,0.0,5.0,1.0,3.0,0.82,0.8333,0.63,0.194,34.0,129.0,163.0,Summer
12979.0,3.0,1.0,6.0,23.0,0.0,5.0,1.0,3.0,0.82,0.8333,0.63,0.194,6.0,42.0,48.0,Summer
12980.0,3.0,1.0,6.0,0.0,0.0,6.0,0.0,3.0,0.64,0.5758,0.89,0.1642,4.0,65.0,69.0,Summer
12981.0,3.0,1.0,6.0,1.0,0.0,6.0,0.0,3.0,0.64,0.5758,0.89,0.2239,3.0,55.0,58.0,Summer
12982.0,3.0,1.0,6.0,2.0,0.0,6.0,0.0,2.0,0.64,0.5758,0.89,0.0,7.0,54.0,61.0,Summer
12983.0,3.0,1.0,6.0,3.0,0.0,6.0,0.0,2.0,0.64,0.5758,0.89,0.0,3.0,20.0,23.0,Summer
12984.0,3.0,1.0,6.0,4.0,0.0,6.0,0.0,2.0,0.62,0.5455,0.94,0.0,3.0,15.0,18.0,Summer
12985.0,3.0,1.0,6.0,5.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.89,0.1642,3.0,7.0,10.0,Summer
12986.0,3.0,1.0,6.0,6.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.89,0.1642,6.0,36.0,42.0,Summer
12987.0,3.0,1.0,6.0,7.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.89,0.1642,10.0,82.0,92.0,Summer
12988.0,3.0,1.0,6.0,8.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.89,0.1642,26.0,168.0,194.0,Summer
12989.0,3.0,1.0,6.0,9.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.89,0.1642,41.0,234.0,275.0,Summer
12990.0,3.0,1.0,6.0,10.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.3,0.2537,96.0,308.0,404.0,Summer
12991.0,3.0,1.0,6.0,11.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.3,0.2537,102.0,350.0,452.0,Summer
12992.0,3.0,1.0,6.0,12.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.3,0.2537,114.0,328.0,471.0,Summer
12993.0,3.0,1.0,6.0,13.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.3,0.2537,105.0,323.0,428.0,Summer
12994.0,3.0,1.0,6.0,14.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.3,0.2537,114.0,295.0,409.0,Summer
12995.0,3.0,1.0,6.0,15.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.3,0.2537,114.0,287.0,404.0,Summer
12996.0,3.0,1.0,6.0,16.0,0.0,6.0,0.0,1.0,0.9,0.7879,0.29,0.1642,109.0,264.0,373.0,Summer
12997.0,3.0,1.0,6.0,17.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.32,0.1343,114.0,231.0,362.0,Summer
12998.0,3.0,1.0,6.0,18.0,0.0,6.0,0.0,1.0,0.88,0.7879,0.35,0.0,91.0,248.0,339.0,Summer
12999.0,3.0,1.0,6.0,19.0,0.0,6.0,0.0,1.0,0.84,0.7576,0.44,0.2537,114.0,240.0,374.0,Summer
13000.0,3.0,1.0,6.0,20.0,0.0,6.0,0.0,1.0,0.82,0.7727,0.52,0.1642,88.0,204.0,292.0,Summer
13001.0,3.0,1.0,6.0,21.0,0.0,6.0,0.0,1.0,0.82,0.7727,0.52,0.1642,48.0,165.0,213.0,Summer
13002.0,3.0,1.0,6.0,22.0,0.0,6.0,0.0,1.0,0.78,0.7424,0.62,0.1642,38.0,134.0,172.0,Summer
13003.0,3.0,1.0,6.0,23.0,0.0,6.0,0.0,1.0,0.78,0.7424,0.62,0.0896,33.0,119.0,152.0,Summer
13004.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.76,0.7273,0.66,0.0,27.0,122.0,149.0,Summer
13005.0,3.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.74,0.697,0.7,0.1343,12.0,81.0,93.0,Summer
13006.0,3.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.72,0.697,0.74,0.0896,21.0,69.0,90.0,Summer
13007.0,3.0,1.0,7.0,3.0,0.0,0.0,0.0,1.0,0.72,0.7121,0.84,0.1343,6.0,27.0,33.0,Summer
13008.0,3.0,1.0,7.0,4.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.79,0.194,0.0,4.0,4.0,Summer
13009.0,3.0,1.0,7.0,5.0,0.0,0.0,0.0,1.0,0.68,0.6364,0.79,0.1045,3.0,7.0,10.0,Summer
13010.0,3.0,1.0,7.0,6.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.79,0.0896,8.0,19.0,27.0,Summer
13011.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,1.0,0.74,0.697,0.7,0.0,13.0,37.0,50.0,Summer
13012.0,3.0,1.0,7.0,8.0,0.0,0.0,0.0,1.0,0.78,0.7424,0.62,0.1045,36.0,106.0,142.0,Summer
13013.0,3.0,1.0,7.0,9.0,0.0,0.0,0.0,1.0,0.82,0.7879,0.56,0.0,51.0,168.0,219.0,Summer
13014.0,3.0,1.0,7.0,10.0,0.0,0.0,0.0,1.0,0.86,0.7879,0.44,0.2985,98.0,268.0,366.0,Summer
13015.0,3.0,1.0,7.0,11.0,0.0,0.0,0.0,1.0,0.88,0.803,0.39,0.2239,114.0,256.0,377.0,Summer
13016.0,3.0,1.0,7.0,12.0,0.0,0.0,0.0,1.0,0.9,0.8182,0.37,0.2239,114.0,319.0,433.0,Summer
13017.0,3.0,1.0,7.0,13.0,0.0,0.0,0.0,1.0,0.92,0.8333,0.33,0.2537,111.0,309.0,420.0,Summer
13018.0,3.0,1.0,7.0,14.0,0.0,0.0,0.0,1.0,0.92,0.8333,0.33,0.2537,98.0,346.0,444.0,Summer
13019.0,3.0,1.0,7.0,15.0,0.0,0.0,0.0,1.0,0.9,0.8182,0.37,0.2836,101.0,244.0,345.0,Summer
13020.0,3.0,1.0,7.0,16.0,0.0,0.0,0.0,1.0,0.92,0.8333,0.33,0.2985,85.0,228.0,313.0,Summer
13021.0,3.0,1.0,7.0,17.0,0.0,0.0,0.0,1.0,0.92,0.803,0.26,0.2985,90.0,323.0,413.0,Summer
13022.0,3.0,1.0,7.0,18.0,0.0,0.0,0.0,1.0,0.88,0.7727,0.32,0.3582,95.0,275.0,370.0,Summer
13023.0,3.0,1.0,7.0,19.0,0.0,0.0,0.0,1.0,0.84,0.7424,0.39,0.1343,103.0,279.0,382.0,Summer
13024.0,3.0,1.0,7.0,20.0,0.0,0.0,0.0,1.0,0.84,0.7424,0.39,0.1343,88.0,244.0,332.0,Summer
13025.0,3.0,1.0,7.0,21.0,0.0,0.0,0.0,1.0,0.84,0.7424,0.39,0.1343,77.0,181.0,258.0,Summer
13026.0,3.0,1.0,7.0,22.0,0.0,0.0,0.0,1.0,0.82,0.7424,0.43,0.1343,41.0,110.0,151.0,Summer
13027.0,3.0,1.0,7.0,23.0,0.0,0.0,0.0,3.0,0.78,0.7121,0.52,0.1642,22.0,88.0,110.0,Summer
13028.0,3.0,1.0,7.0,0.0,0.0,1.0,1.0,2.0,0.76,0.7121,0.58,0.2239,12.0,31.0,43.0,Summer
13029.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,2.0,0.76,0.7121,0.58,0.194,3.0,14.0,17.0,Summer
13030.0,3.0,1.0,7.0,2.0,0.0,1.0,1.0,2.0,0.74,0.6667,0.51,0.2537,1.0,14.0,15.0,Summer
13031.0,3.0,1.0,7.0,3.0,0.0,1.0,1.0,2.0,0.72,0.6667,0.54,0.4179,0.0,5.0,5.0,Summer
13032.0,3.0,1.0,7.0,4.0,0.0,1.0,1.0,2.0,0.72,0.6667,0.54,0.2985,2.0,10.0,12.0,Summer
13033.0,3.0,1.0,7.0,5.0,0.0,1.0,1.0,2.0,0.72,0.6667,0.51,0.0,3.0,37.0,40.0,Summer
13034.0,3.0,1.0,7.0,6.0,0.0,1.0,1.0,1.0,0.7,0.6515,0.58,0.1045,4.0,132.0,136.0,Summer
13035.0,3.0,1.0,7.0,7.0,0.0,1.0,1.0,1.0,0.74,0.6667,0.51,0.1045,8.0,390.0,398.0,Summer
13036.0,3.0,1.0,7.0,8.0,0.0,1.0,1.0,1.0,0.76,0.697,0.52,0.194,20.0,499.0,568.0,Summer
13037.0,3.0,1.0,7.0,9.0,0.0,1.0,1.0,1.0,0.78,0.697,0.46,0.2537,56.0,239.0,295.0,Summer
13038.0,3.0,1.0,7.0,10.0,0.0,1.0,1.0,1.0,0.8,0.7273,0.43,0.2537,70.0,104.0,174.0,Summer
13039.0,3.0,1.0,7.0,11.0,0.0,1.0,1.0,1.0,0.84,0.7273,0.28,0.2985,67.0,134.0,201.0,Summer
13040.0,3.0,1.0,7.0,12.0,0.0,1.0,1.0,1.0,0.84,0.7273,0.32,0.194,74.0,183.0,257.0,Summer
13041.0,3.0,1.0,7.0,13.0,0.0,1.0,1.0,1.0,0.86,0.7576,0.34,0.2239,74.0,162.0,236.0,Summer
13042.0,3.0,1.0,7.0,14.0,0.0,1.0,1.0,1.0,0.86,0.7576,0.34,0.2239,79.0,151.0,230.0,Summer
13043.0,3.0,1.0,7.0,15.0,0.0,1.0,1.0,1.0,0.84,0.7424,0.36,0.194,59.0,175.0,234.0,Summer
13044.0,3.0,1.0,7.0,16.0,0.0,1.0,1.0,1.0,0.84,0.7424,0.36,0.2836,61.0,304.0,365.0,Summer
13045.0,3.0,1.0,7.0,17.0,0.0,1.0,1.0,1.0,0.84,0.7273,0.32,0.1343,82.0,499.0,642.5,Summer
13046.0,3.0,1.0,7.0,18.0,0.0,1.0,1.0,1.0,0.84,0.7273,0.32,0.1642,72.0,499.0,642.5,Summer
13047.0,3.0,1.0,7.0,19.0,0.0,1.0,1.0,1.0,0.78,0.697,0.43,0.1343,71.0,499.0,581.0,Summer
13048.0,3.0,1.0,7.0,20.0,0.0,1.0,1.0,1.0,0.78,0.697,0.43,0.1343,38.0,357.0,395.0,Summer
13049.0,3.0,1.0,7.0,21.0,0.0,1.0,1.0,1.0,0.76,0.6818,0.45,0.1343,17.0,241.0,258.0,Summer
13050.0,3.0,1.0,7.0,22.0,0.0,1.0,1.0,1.0,0.74,0.6667,0.51,0.1642,19.0,169.0,188.0,Summer
13051.0,3.0,1.0,7.0,23.0,0.0,1.0,1.0,1.0,0.74,0.6667,0.51,0.1045,12.0,90.0,102.0,Summer
13052.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0,0.72,0.6667,0.54,0.0,9.0,44.0,53.0,Summer
13053.0,3.0,1.0,7.0,1.0,0.0,2.0,1.0,1.0,0.72,0.6667,0.58,0.0,5.0,9.0,14.0,Summer
13054.0,3.0,1.0,7.0,2.0,0.0,2.0,1.0,1.0,0.72,0.6667,0.58,0.0,2.0,8.0,10.0,Summer
13055.0,3.0,1.0,7.0,3.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.65,0.1343,0.0,2.0,2.0,Summer
13056.0,3.0,1.0,7.0,4.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.65,0.1045,0.0,6.0,6.0,Summer
13057.0,3.0,1.0,7.0,5.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.61,0.0,2.0,33.0,35.0,Summer
13058.0,3.0,1.0,7.0,6.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.65,0.1343,5.0,149.0,154.0,Summer
13059.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,1.0,0.74,0.6818,0.58,0.0,21.0,462.0,483.0,Summer
13060.0,3.0,1.0,7.0,8.0,0.0,2.0,1.0,1.0,0.74,0.6818,0.62,0.0896,42.0,499.0,642.5,Summer
13061.0,3.0,1.0,7.0,9.0,0.0,2.0,1.0,1.0,0.8,0.7424,0.49,0.1642,46.0,226.0,272.0,Summer
13062.0,3.0,1.0,7.0,10.0,0.0,2.0,1.0,1.0,0.82,0.7424,0.43,0.2239,56.0,153.0,209.0,Summer
13063.0,3.0,1.0,7.0,11.0,0.0,2.0,1.0,1.0,0.86,0.7576,0.34,0.194,66.0,151.0,217.0,Summer
13064.0,3.0,1.0,7.0,12.0,0.0,2.0,1.0,1.0,0.88,0.7576,0.28,0.194,74.0,198.0,272.0,Summer
13065.0,3.0,1.0,7.0,13.0,0.0,2.0,1.0,1.0,0.9,0.7727,0.25,0.1343,80.0,203.0,283.0,Summer
13066.0,3.0,1.0,7.0,14.0,0.0,2.0,1.0,1.0,0.9,0.7727,0.25,0.194,69.0,241.0,310.0,Summer
13067.0,3.0,1.0,7.0,15.0,0.0,2.0,1.0,2.0,0.9,0.7727,0.24,0.0,71.0,330.0,401.0,Summer
13068.0,3.0,1.0,7.0,16.0,0.0,2.0,1.0,2.0,0.9,0.7727,0.24,0.194,90.0,437.0,527.0,Summer
13069.0,3.0,1.0,7.0,17.0,0.0,2.0,1.0,2.0,0.86,0.7424,0.3,0.1642,102.0,499.0,642.5,Summer
13070.0,3.0,1.0,7.0,18.0,0.0,2.0,1.0,2.0,0.86,0.7424,0.3,0.0,85.0,499.0,627.0,Summer
13071.0,3.0,1.0,7.0,19.0,0.0,2.0,1.0,2.0,0.84,0.7424,0.36,0.1343,66.0,431.0,497.0,Summer
13072.0,3.0,1.0,7.0,20.0,0.0,2.0,1.0,3.0,0.76,0.697,0.55,0.4775,80.0,296.0,376.0,Summer
